hsa04060	CytokineReceptor	10344	CCL26
hsa04060	CytokineReceptor	10563	CXCL13
hsa04060	CytokineReceptor	10663	CXCR6
hsa04060	CytokineReceptor	10673	TNFSF13B
hsa04060	CytokineReceptor	10803	CCR9
hsa04060	CytokineReceptor	10850	CCL27
hsa04060	CytokineReceptor	10913	EDAR
hsa04060	CytokineReceptor	11009	IL24
hsa04060	CytokineReceptor	115650	TNFRSF13C
hsa04060	CytokineReceptor	116379	IL22RA2
hsa04060	CytokineReceptor	1230	CCR1
hsa04060	CytokineReceptor	1232	CCR3
hsa04060	CytokineReceptor	1233	CCR4
hsa04060	CytokineReceptor	1234	CCR5
hsa04060	CytokineReceptor	1235	CCR6
hsa04060	CytokineReceptor	1236	CCR7
hsa04060	CytokineReceptor	1237	CCR8
hsa04060	CytokineReceptor	1270	CNTF
hsa04060	CytokineReceptor	1271	CNTFR
hsa04060	CytokineReceptor	1435	CSF1
hsa04060	CytokineReceptor	1436	CSF1R
hsa04060	CytokineReceptor	1437	CSF2
hsa04060	CytokineReceptor	1438	CSF2RA
hsa04060	CytokineReceptor	1439	CSF2RB
hsa04060	CytokineReceptor	1440	CSF3
hsa04060	CytokineReceptor	1441	CSF3R
hsa04060	CytokineReceptor	1489	CTF1
hsa04060	CytokineReceptor	149233	IL23R
hsa04060	CytokineReceptor	1524	CX3CR1
hsa04060	CytokineReceptor	163702	IL28RA
hsa04060	CytokineReceptor	1896	EDA
hsa04060	CytokineReceptor	1950	EGF
hsa04060	CytokineReceptor	1956	EGFR
hsa04060	CytokineReceptor	2056	EPO
hsa04060	CytokineReceptor	2057	EPOR
hsa04060	CytokineReceptor	2277	FIGF
hsa04060	CytokineReceptor	2321	FLT1
hsa04060	CytokineReceptor	2322	FLT3
hsa04060	CytokineReceptor	2323	FLT3LG
hsa04060	CytokineReceptor	2324	FLT4
hsa04060	CytokineReceptor	23495	TNFRSF13B
hsa04060	CytokineReceptor	23529	CLCF1
hsa04060	CytokineReceptor	23765	IL17RA
hsa04060	CytokineReceptor	268	AMH
hsa04060	CytokineReceptor	2688	GH1
hsa04060	CytokineReceptor	2689	GH2
hsa04060	CytokineReceptor	269	AMHR2
hsa04060	CytokineReceptor	2690	GHR
hsa04060	CytokineReceptor	27190	IL17B
hsa04060	CytokineReceptor	27242	TNFRSF21
hsa04060	CytokineReceptor	2826	CCR10
hsa04060	CytokineReceptor	282616	IL28A
hsa04060	CytokineReceptor	282617	IL28B
hsa04060	CytokineReceptor	282618	IL29
hsa04060	CytokineReceptor	2829	XCR1
hsa04060	CytokineReceptor	2833	CXCR3
hsa04060	CytokineReceptor	2919	CXCL1
hsa04060	CytokineReceptor	2920	CXCL2
hsa04060	CytokineReceptor	2921	CXCL3
hsa04060	CytokineReceptor	29949	IL19
hsa04060	CytokineReceptor	3082	HGF
hsa04060	CytokineReceptor	338376	IFNE
hsa04060	CytokineReceptor	3439	IFNA1
hsa04060	CytokineReceptor	3440	IFNA2
hsa04060	CytokineReceptor	3441	IFNA4
hsa04060	CytokineReceptor	3442	IFNA5
hsa04060	CytokineReceptor	3443	IFNA6
hsa04060	CytokineReceptor	3444	IFNA7
hsa04060	CytokineReceptor	3445	IFNA8
hsa04060	CytokineReceptor	3446	IFNA10
hsa04060	CytokineReceptor	3447	IFNA13
hsa04060	CytokineReceptor	3448	IFNA14
hsa04060	CytokineReceptor	3449	IFNA16
hsa04060	CytokineReceptor	3451	IFNA17
hsa04060	CytokineReceptor	3452	IFNA21
hsa04060	CytokineReceptor	3454	IFNAR1
hsa04060	CytokineReceptor	3455	IFNAR2
hsa04060	CytokineReceptor	3456	IFNB1
hsa04060	CytokineReceptor	3458	IFNG
hsa04060	CytokineReceptor	3459	IFNGR1
hsa04060	CytokineReceptor	3460	IFNGR2
hsa04060	CytokineReceptor	3467	IFNW1
hsa04060	CytokineReceptor	355	FAS
hsa04060	CytokineReceptor	3552	IL1A
hsa04060	CytokineReceptor	3553	IL1B
hsa04060	CytokineReceptor	3554	IL1R1
hsa04060	CytokineReceptor	3556	IL1RAP
hsa04060	CytokineReceptor	3558	IL2
hsa04060	CytokineReceptor	3559	IL2RA
hsa04060	CytokineReceptor	356	FASLG
hsa04060	CytokineReceptor	3560	IL2RB
hsa04060	CytokineReceptor	3561	IL2RG
hsa04060	CytokineReceptor	3562	IL3
hsa04060	CytokineReceptor	3563	IL3RA
hsa04060	CytokineReceptor	3565	IL4
hsa04060	CytokineReceptor	3566	IL4R
hsa04060	CytokineReceptor	3567	IL5
hsa04060	CytokineReceptor	3568	IL5RA
hsa04060	CytokineReceptor	3569	IL6
hsa04060	CytokineReceptor	3570	IL6R
hsa04060	CytokineReceptor	3572	IL6ST
hsa04060	CytokineReceptor	3574	IL7
hsa04060	CytokineReceptor	3575	IL7R
hsa04060	CytokineReceptor	3576	IL8
hsa04060	CytokineReceptor	3577	CXCR1
hsa04060	CytokineReceptor	3578	IL9
hsa04060	CytokineReceptor	3579	CXCR2
hsa04060	CytokineReceptor	3581	IL9R
hsa04060	CytokineReceptor	3586	IL10
hsa04060	CytokineReceptor	3587	IL10RA
hsa04060	CytokineReceptor	3588	IL10RB
hsa04060	CytokineReceptor	3589	IL11
hsa04060	CytokineReceptor	3590	IL11RA
hsa04060	CytokineReceptor	3592	IL12A
hsa04060	CytokineReceptor	3593	IL12B
hsa04060	CytokineReceptor	3594	IL12RB1
hsa04060	CytokineReceptor	3595	IL12RB2
hsa04060	CytokineReceptor	3596	IL13
hsa04060	CytokineReceptor	3597	IL13RA1
hsa04060	CytokineReceptor	3600	IL15
hsa04060	CytokineReceptor	3601	IL15RA
hsa04060	CytokineReceptor	3604	TNFRSF9
hsa04060	CytokineReceptor	3605	IL17A
hsa04060	CytokineReceptor	3606	IL18
hsa04060	CytokineReceptor	3624	INHBA
hsa04060	CytokineReceptor	3625	INHBB
hsa04060	CytokineReceptor	3626	INHBC
hsa04060	CytokineReceptor	3627	CXCL10
hsa04060	CytokineReceptor	3791	KDR
hsa04060	CytokineReceptor	3815	KIT
hsa04060	CytokineReceptor	388372	CCL4L2
hsa04060	CytokineReceptor	3952	LEP
hsa04060	CytokineReceptor	3953	LEPR
hsa04060	CytokineReceptor	3976	LIF
hsa04060	CytokineReceptor	3977	LIFR
hsa04060	CytokineReceptor	4049	LTA
hsa04060	CytokineReceptor	4050	LTB
hsa04060	CytokineReceptor	4055	LTBR
hsa04060	CytokineReceptor	414062	CCL3L3
hsa04060	CytokineReceptor	4233	MET
hsa04060	CytokineReceptor	4254	KITLG
hsa04060	CytokineReceptor	4283	CXCL9
hsa04060	CytokineReceptor	4352	MPL
hsa04060	CytokineReceptor	4804	NGFR
hsa04060	CytokineReceptor	4982	TNFRSF11B
hsa04060	CytokineReceptor	5008	OSM
hsa04060	CytokineReceptor	50604	IL20
hsa04060	CytokineReceptor	50615	IL21R
hsa04060	CytokineReceptor	50616	IL22
hsa04060	CytokineReceptor	51330	TNFRSF12A
hsa04060	CytokineReceptor	5154	PDGFA
hsa04060	CytokineReceptor	5155	PDGFB
hsa04060	CytokineReceptor	5156	PDGFRA
hsa04060	CytokineReceptor	51561	IL23A
hsa04060	CytokineReceptor	5159	PDGFRB
hsa04060	CytokineReceptor	5196	PF4
hsa04060	CytokineReceptor	5197	PF4V1
hsa04060	CytokineReceptor	53832	IL20RA
hsa04060	CytokineReceptor	53833	IL20RB
