hsa03320	PPARSignaling	10062	NR1H3
hsa03320	PPARSignaling	10580	SORBS1
hsa03320	PPARSignaling	10998	SLC27A5
hsa03320	PPARSignaling	10999	SLC27A4
hsa03320	PPARSignaling	11001	SLC27A2
hsa03320	PPARSignaling	116519	APOA5
hsa03320	PPARSignaling	126129	CPT1C
hsa03320	PPARSignaling	1374	CPT1A
hsa03320	PPARSignaling	1375	CPT1B
hsa03320	PPARSignaling	1376	CPT2
hsa03320	PPARSignaling	1579	CYP4A11
hsa03320	PPARSignaling	1581	CYP7A1
hsa03320	PPARSignaling	1582	CYP8B1
hsa03320	PPARSignaling	1593	CYP27A1
hsa03320	PPARSignaling	1622	DBI
hsa03320	PPARSignaling	1962	EHHADH
hsa03320	PPARSignaling	2167	FABP4
hsa03320	PPARSignaling	2168	FABP1
hsa03320	PPARSignaling	2169	FABP2
hsa03320	PPARSignaling	2170	FABP3
hsa03320	PPARSignaling	2171	FABP5
hsa03320	PPARSignaling	2172	FABP6
hsa03320	PPARSignaling	2173	FABP7
hsa03320	PPARSignaling	2180	ACSL1
hsa03320	PPARSignaling	2181	ACSL3
hsa03320	PPARSignaling	2182	ACSL4
hsa03320	PPARSignaling	23205	ACSBG1
hsa03320	PPARSignaling	23305	ACSL6
hsa03320	PPARSignaling	2710	GK
hsa03320	PPARSignaling	2712	GK2
hsa03320	PPARSignaling	284541	CYP4A22
hsa03320	PPARSignaling	28965	SLC27A6
hsa03320	PPARSignaling	30	ACAA1
hsa03320	PPARSignaling	3158	HMGCS2
hsa03320	PPARSignaling	33	ACADL
hsa03320	PPARSignaling	335	APOA1
hsa03320	PPARSignaling	336	APOA2
hsa03320	PPARSignaling	34	ACADM
hsa03320	PPARSignaling	345	APOC3
hsa03320	PPARSignaling	3611	ILK
hsa03320	PPARSignaling	364	AQP7
hsa03320	PPARSignaling	376497	SLC27A1
hsa03320	PPARSignaling	4023	LPL
hsa03320	PPARSignaling	4199	ME1
hsa03320	PPARSignaling	4312	MMP1
hsa03320	PPARSignaling	4973	OLR1
hsa03320	PPARSignaling	51	ACOX1
hsa03320	PPARSignaling	5105	PCK1
hsa03320	PPARSignaling	5106	PCK2
hsa03320	PPARSignaling	51129	ANGPTL4
hsa03320	PPARSignaling	5170	PDPK1
hsa03320	PPARSignaling	51703	ACSL5
hsa03320	PPARSignaling	5346	PLIN1
hsa03320	PPARSignaling	5360	PLTP
hsa03320	PPARSignaling	5465	PPARA
hsa03320	PPARSignaling	5467	PPARD
hsa03320	PPARSignaling	5468	PPARG
hsa03320	PPARSignaling	6256	RXRA
hsa03320	PPARSignaling	6257	RXRB
hsa03320	PPARSignaling	6258	RXRG
hsa03320	PPARSignaling	6319	SCD
hsa03320	PPARSignaling	6342	SCP2
hsa03320	PPARSignaling	7316	UBC
hsa03320	PPARSignaling	7350	UCP1
hsa03320	PPARSignaling	79966	SCD5
hsa03320	PPARSignaling	81616	ACSBG2
hsa03320	PPARSignaling	8309	ACOX2
hsa03320	PPARSignaling	8310	ACOX3
hsa03320	PPARSignaling	9370	ADIPOQ
hsa03320	PPARSignaling	9415	FADS2
hsa03320	PPARSignaling	948	CD36
